Date,Time,Stop/Station,Passenger_Count,Vehicle_ID,Latitude,Longitude,Temperature (°C),Precipitation (mm),Humidity (%),Age_Group,Gender,Feedback
2023-08-29,13:33,Cameron Highlands,51,BUS543,2.4650204951790906,106.02120892349039,36,3,83,18-24,Male,Poor signage at the station
2023-11-13,04:52,Malacca,87,TRAIN55,3.2944277374703823,115.19678353671003,1,4,62,18-24,Male,Train was overcrowded
2023-07-07,10:52,Langkawi,16,BUS418,2.16535543331966,108.70909414844323,2,6,87,18-24,Male,Poor signage at the station
2022-07-08,18:36,Penang,66,BUS118,2.9539838200645625,112.26055852114577,13,1,66,25-40,Female,Train was overcrowded
2022-07-29,08:55,Kuala Lumpur,62,TRAIN73,2.3582068127705664,117.9968571434736,-5,6,68,40-60,Female,Service was excellent
2023-11-23,09:46,Cameron Highlands,16,BUS734,1.2378058734044173,104.44265854827704,-4,8,79,18-24,Female,Driver was friendly
2022-10-24,13:12,Penang,88,TRAIN46,6.570315322957688,109.44466682284832,5,2,73,40-60,Female,Cleanliness was lacking
2022-03-01,14:40,Port Dickson,41,TRAIN16,5.642528439658996,105.07509258564478,-3,1,70,18-24,Male,Train was overcrowded
2023-05-06,13:09,Port Dickson,16,BUS761,2.8472047495793333,101.4189534650301,32,1,73,25-40,Male,Route was confusing
2023-04-24,14:12,Penang,43,TRAIN53,4.87860600886744,119.9389239137064,-3,9,51,25-40,Female,Cleanliness was lacking
2023-06-26,05:29,Kuching,68,BUS337,1.015108477186214,110.48537837093758,-4,8,93,40-60,Male,Bus arrived on time
2022-08-14,13:11,Johor Bahru,56,TRAIN99,5.574965673489579,117.99174436811026,19,9,74,18-24,Female,Driver was friendly
2023-08-30,12:41,Kuching,36,TRAIN57,4.182320301554142,110.26560035054855,36,6,79,25-40,Male,Poor signage at the station
2022-08-27,17:24,Kuala Lumpur,61,TRAIN02,1.7755697964874575,115.89788256372131,1,2,84,18-24,Male,Cleanliness was lacking
2023-11-09,08:15,Port Dickson,42,BUS322,3.3206086789992155,104.71158593470143,25,4,95,18-24,Female,Delay in departure
2023-01-18,22:32,Penang,70,BUS494,1.6530264434046194,109.2010708336813,-9,0,91,18-24,Male,Poor signage at the station
2022-08-05,12:16,Georgetown,56,TRAIN28,4.255040106264565,108.38685533356428,34,8,56,25-40,Female,Seats were uncomfortable
2022-09-30,18:51,Kuala Lumpur,17,BUS810,2.686986102261699,100.706041164499,8,8,84,40-60,Male,Station was well-maintained
2022-06-17,12:50,Port Dickson,59,BUS166,5.105345690139665,116.47750461634159,37,5,61,18-24,Male,Service was excellent
2023-11-01,17:11,Port Dickson,49,BUS299,6.56389103424448,100.81913484449231,28,5,82,18-24,Female,Cleanliness was lacking
2023-05-24,15:25,Malacca,75,BUS514,1.2515064267397034,104.42227552641378,2,7,53,25-40,Female,Station was well-maintained
2022-03-07,21:22,Ipoh,15,TRAIN89,3.0033386950501733,112.8711389584406,24,1,67,18-24,Female,Route was confusing
2022-07-20,17:28,Penang,37,TRAIN20,3.811927006337296,101.69162120817957,-10,2,58,18-24,Female,Cleanliness was lacking
2023-01-20,12:08,Port Dickson,48,TRAIN06,5.348089730313223,108.07648584196164,17,6,94,40-60,Male,Service was excellent
2022-03-29,07:43,Johor Bahru,55,TRAIN36,2.0905335402591065,118.69238719360858,-3,6,76,18-24,Female,Route was confusing
2023-01-03,07:35,Penang,33,BUS982,2.2623485703488955,111.50061053455707,32,7,60,40-60,Male,Route was confusing
2023-03-24,20:41,Langkawi,22,TRAIN91,1.895876154898051,110.39638911579127,25,9,66,18-24,Female,Driver was friendly
2023-02-15,22:09,Kuching,19,TRAIN77,2.12845831509998,102.5412521879474,6,2,76,18-24,Male,Station was well-maintained
2022-12-12,22:52,Cameron Highlands,39,TRAIN27,2.6474451959022938,106.44049618200076,-3,2,97,40-60,Female,Seats were uncomfortable
2022-05-15,11:17,Georgetown,39,TRAIN16,6.956856746175569,113.99603369859165,37,7,65,25-40,Male,Station was well-maintained
2022-08-05,18:16,Langkawi,23,BUS139,1.2487507743218236,103.55256435418102,21,5,52,25-40,Female,Seats were uncomfortable
2023-05-19,00:26,Port Dickson,97,TRAIN16,2.6080806821014155,110.0090163599533,10,9,76,18-24,Male,Delay in departure
2023-04-09,07:54,Langkawi,34,BUS440,3.528175626144021,109.7864098565609,31,5,72,40-60,Female,Driver was friendly
2022-04-12,18:58,Kota Kinabalu,19,BUS689,6.604970677341547,103.82851030786934,38,4,62,25-40,Male,Station was well-maintained
2022-10-25,11:57,Ipoh,78,BUS391,2.63300111004142,109.21748401162952,-6,4,66,25-40,Male,Poor signage at the station
2022-02-13,12:13,Penang,47,TRAIN23,3.083957603898847,100.0124576513288,-8,9,71,25-40,Female,Delay in departure
2022-04-21,08:40,Kuala Lumpur,66,BUS022,4.057830073867174,101.54225563669466,22,8,69,25-40,Male,Cleanliness was lacking
2023-03-30,18:17,Penang,85,TRAIN46,1.399794494553033,109.52463302309282,33,0,55,25-40,Female,Driver was friendly
2023-01-10,10:44,Kuala Lumpur,96,BUS236,1.5405475018099006,117.40490489714846,19,6,99,18-24,Male,Station was well-maintained
2023-01-01,02:11,Malacca,70,BUS284,2.1145592609274653,100.40022244242799,14,8,69,25-40,Female,Cleanliness was lacking
2023-06-08,23:06,Ipoh,34,TRAIN80,2.571207512263549,115.8089924916431,27,3,85,18-24,Male,Route was confusing
2022-04-30,14:46,Ipoh,62,TRAIN90,4.111559647380542,105.79969833711067,0,8,69,25-40,Female,Delay in departure
2022-10-10,22:50,Kota Kinabalu,63,BUS165,4.211002810998895,118.52636230738572,15,0,56,40-60,Female,Station was well-maintained
2023-07-15,11:01,Cameron Highlands,56,TRAIN59,5.57807576951501,118.58069091939308,-7,5,69,25-40,Female,Delay in departure
2022-07-19,14:37,Johor Bahru,43,TRAIN21,3.702432897126324,104.5334292649573,-10,2,80,25-40,Female,Station was well-maintained
2022-08-28,06:57,Port Dickson,23,TRAIN58,5.227106664996716,101.56724812709524,-1,7,99,25-40,Male,Driver was friendly
2023-11-26,15:44,Cameron Highlands,81,BUS965,5.245497576545019,108.92769035140317,-6,0,93,40-60,Female,Delay in departure
2023-09-01,09:03,Ipoh,22,TRAIN24,6.772227352509724,104.2936972628384,14,8,78,25-40,Male,Station was well-maintained
2022-12-23,09:59,Kuching,83,TRAIN04,2.9801620042039225,100.92828848409373,-6,9,57,25-40,Female,Cleanliness was lacking
2023-08-23,20:59,Ipoh,56,BUS420,3.1579788448812574,112.25796972770179,23,6,59,40-60,Male,Route was confusing
2023-02-10,02:30,Cameron Highlands,39,TRAIN98,5.174343103760492,106.67322012196972,22,6,79,40-60,Male,Route was confusing
2023-05-26,01:38,Georgetown,22,BUS088,3.2395829407239747,110.0435678918737,1,9,80,40-60,Male,Service was excellent
2023-05-30,14:16,Penang,65,BUS315,5.971459167190234,107.42451668643943,19,9,67,18-24,Female,Train was overcrowded
2022-09-22,18:13,Ipoh,58,TRAIN31,1.5385462786567827,117.31769201239196,24,4,57,18-24,Male,Service was excellent
2022-09-24,22:46,Georgetown,45,TRAIN16,5.166000711842029,114.99769832848733,38,7,99,40-60,Male,Service was excellent
2022-09-19,03:23,Cameron Highlands,44,TRAIN01,1.9328451494763987,115.06451679121383,25,3,50,40-60,Female,Cleanliness was lacking
2022-10-22,05:29,Penang,68,BUS466,4.30345456618744,104.92223064663159,23,5,72,18-24,Male,Station was well-maintained
2023-09-05,13:42,Langkawi,70,TRAIN40,4.037098894480232,102.04008939382226,17,6,79,40-60,Male,Service was excellent
2023-03-26,18:22,Kuala Lumpur,11,BUS893,5.067225764438835,102.41472836374626,22,9,85,40-60,Female,Route was confusing
2023-09-22,06:10,Johor Bahru,27,TRAIN62,4.368694780523307,110.78183703986583,2,0,99,25-40,Female,Poor signage at the station
2023-07-26,11:01,Kuala Lumpur,53,TRAIN89,4.253215714623467,116.22375042865767,2,3,79,18-24,Male,Bus arrived on time
2023-11-08,09:26,Cameron Highlands,65,TRAIN48,4.069207007934277,117.7812218524698,-7,7,62,18-24,Male,Driver was friendly
2022-09-19,16:15,Kuching,19,TRAIN62,5.672067066072138,106.5209598693724,25,5,74,18-24,Male,Service was excellent
2022-02-08,17:19,Port Dickson,65,TRAIN91,2.6117222436839405,109.09433940468195,-5,8,86,18-24,Female,Poor signage at the station
2023-11-07,19:01,Cameron Highlands,26,TRAIN03,1.9656527354584576,100.8604844539823,-3,6,96,40-60,Male,Poor signage at the station
2022-03-30,19:36,Malacca,77,TRAIN74,1.0756528568980461,101.91819879977764,22,8,98,40-60,Male,Driver was friendly
2023-12-21,03:09,Georgetown,51,TRAIN35,1.7912589821146465,111.38829039001473,26,1,96,18-24,Male,Station was well-maintained
2022-12-07,09:13,Kuching,96,BUS425,4.870445441625145,116.21587526887647,12,1,59,18-24,Male,Bus arrived on time
2023-01-06,21:06,Kuching,57,TRAIN77,5.326316330786745,110.2755041370918,8,3,80,40-60,Female,Train was overcrowded
2022-09-23,10:57,Georgetown,94,BUS288,4.777521159032567,112.94135511130699,17,0,66,25-40,Female,Poor signage at the station
2022-05-13,11:37,Penang,98,TRAIN67,1.4117252939235516,114.86525810947437,21,3,59,40-60,Male,Poor signage at the station
2022-01-25,05:40,Cameron Highlands,68,BUS599,5.635613024132221,116.60577209383783,3,7,78,40-60,Male,Driver was friendly
2023-08-30,20:15,Georgetown,94,BUS516,4.0973977943310995,109.96205932178185,-4,9,80,40-60,Male,Route was confusing
2023-01-22,14:21,Cameron Highlands,95,TRAIN09,2.440478619753025,105.6632494301517,16,8,70,40-60,Male,Driver was friendly
2023-08-13,00:35,Kuala Lumpur,46,BUS513,4.519477111006925,102.65627196864793,-3,2,82,18-24,Male,Service was excellent
2022-09-25,01:14,Kuching,22,TRAIN97,3.495543525586286,114.08384964126698,19,7,65,25-40,Male,Driver was friendly
2023-02-02,06:24,Kuching,36,TRAIN58,5.184130490410297,115.34262135443758,25,7,88,40-60,Female,Bus arrived on time
2023-04-30,22:03,Kota Kinabalu,12,BUS233,3.9741356668023404,106.49926691141788,19,3,94,40-60,Male,Bus arrived on time
2022-03-23,04:37,Ipoh,32,BUS776,1.2158821681046872,108.05001046841936,12,7,62,40-60,Female,Route was confusing
2022-06-04,08:31,Georgetown,56,TRAIN01,4.867759906640527,113.77526691566123,34,7,65,40-60,Female,Train was overcrowded
2023-11-19,18:41,Ipoh,93,BUS144,5.268320499427504,117.94861595176013,38,7,61,40-60,Male,Route was confusing
2023-09-03,03:34,Langkawi,28,BUS622,4.882395651793065,112.57795508351451,24,2,61,25-40,Female,Poor signage at the station
2023-06-18,09:13,Kuala Lumpur,44,BUS985,6.488037322718002,117.89229919616201,23,6,79,18-24,Male,Driver was friendly
2023-11-14,17:17,Cameron Highlands,77,BUS747,2.998672531486881,117.66020447607137,26,0,69,40-60,Male,Train was overcrowded
2023-03-18,10:40,Penang,10,BUS588,2.3682186200844644,114.71698859666505,36,3,89,18-24,Male,Poor signage at the station
2022-05-26,13:10,Georgetown,37,BUS961,4.061684214684146,111.72088786186036,37,8,76,40-60,Male,Driver was friendly
2023-09-06,06:42,Kuala Lumpur,58,BUS251,5.841097270209423,104.89023473080803,16,1,60,18-24,Female,Station was well-maintained
2022-09-02,03:27,Malacca,96,BUS290,5.120768244543056,101.46039727747252,5,6,92,18-24,Male,Service was excellent
2023-04-15,15:50,Kuching,13,BUS419,3.5485274592622487,106.29227959451232,11,2,83,18-24,Female,Bus arrived on time
2022-07-03,02:36,Malacca,21,TRAIN23,2.0054248192155426,117.1692528412066,-2,0,89,40-60,Female,Bus arrived on time
2023-09-05,10:39,Kuching,98,BUS319,2.0144770068289253,112.85885863699026,30,1,78,40-60,Female,Station was well-maintained
2022-07-16,18:44,Ipoh,38,TRAIN75,3.620515168762479,108.8020464366763,9,7,50,40-60,Female,Delay in departure
2022-04-22,20:52,Port Dickson,50,BUS185,6.384112041381583,114.91176657180743,24,1,63,40-60,Female,Poor signage at the station
2022-08-15,11:44,Malacca,83,TRAIN57,3.550541449386243,113.40639738922063,28,8,60,18-24,Male,Bus arrived on time
2022-04-08,17:05,Georgetown,12,BUS313,6.609085809128569,115.93015994014064,17,7,73,40-60,Male,Train was overcrowded
2022-08-27,19:07,Port Dickson,88,TRAIN68,3.810894381172523,118.54023566131575,4,2,85,25-40,Male,Poor signage at the station
2023-02-08,04:31,Malacca,69,BUS593,1.220292210569296,108.60710883324353,27,2,71,25-40,Female,Train was overcrowded
2022-01-12,10:50,Penang,20,TRAIN37,2.5674569356964163,117.36546314587842,0,3,92,18-24,Female,Poor signage at the station
2023-06-22,00:43,Malacca,14,TRAIN74,1.0715292039447433,100.07182878137094,25,0,50,40-60,Female,Seats were uncomfortable
2022-04-08,09:18,Malacca,83,TRAIN98,2.1932561981620067,114.1830329608097,23,9,58,40-60,Male,Service was excellent
2022-12-18,13:50,Kuala Lumpur,18,BUS183,3.764694177961503,107.68157177948437,28,9,88,18-24,Male,Bus arrived on time
2022-10-29,12:09,Kuching,47,TRAIN06,3.8486009038570943,111.6375134920316,11,7,81,25-40,Female,Delay in departure
2023-08-25,22:08,Johor Bahru,68,BUS164,6.944279297966453,109.81978475739574,4,4,77,18-24,Male,Station was well-maintained
2023-05-09,01:17,Kuala Lumpur,68,BUS181,1.8359949418171646,111.84805102758594,32,8,82,40-60,Male,Seats were uncomfortable
2023-07-05,17:47,Kota Kinabalu,59,TRAIN98,4.520766931864328,112.18443308454745,4,2,79,18-24,Female,Bus arrived on time
2022-02-21,16:49,Kota Kinabalu,29,TRAIN70,1.6728903040821013,105.59242861132316,24,0,95,25-40,Female,Seats were uncomfortable
2022-01-17,07:30,Kuching,45,TRAIN29,3.116594567563903,105.55331563080776,13,4,63,25-40,Male,Service was excellent
2023-03-07,16:22,Kuching,46,BUS436,4.944886166293881,102.55066791684615,17,7,73,25-40,Female,Route was confusing
2023-09-27,05:09,Penang,84,BUS231,4.4190981052098275,111.46300717784291,29,7,75,40-60,Male,Driver was friendly
2023-02-18,14:12,Johor Bahru,59,BUS875,2.9836468366464106,101.18539051628117,6,1,55,40-60,Female,Driver was friendly
2023-10-08,21:22,Georgetown,28,BUS571,5.027090219051992,119.17928207073167,25,2,58,18-24,Female,Driver was friendly
2023-01-13,14:45,Ipoh,14,BUS471,5.105323893774958,106.23208482219924,7,7,68,25-40,Male,Driver was friendly
2023-02-24,01:04,Penang,98,TRAIN66,2.2933999104420746,103.59049301832975,19,5,59,18-24,Female,Cleanliness was lacking
2022-06-30,05:12,Kuching,89,BUS558,3.3657085477015682,108.48867626174888,30,9,88,25-40,Male,Train was overcrowded
2022-12-26,09:12,Malacca,59,TRAIN56,3.4287943226123363,113.91630394673308,-5,9,97,40-60,Female,Cleanliness was lacking
2022-09-21,00:05,Penang,23,TRAIN68,6.2863115508910585,101.25660124704048,19,0,84,25-40,Female,Driver was friendly
2023-11-23,22:41,Kota Kinabalu,61,TRAIN06,4.902870599240499,103.99261917442495,23,2,93,18-24,Male,Delay in departure
2022-12-25,01:49,Georgetown,26,TRAIN82,5.199651284088561,113.60329698928471,35,4,70,18-24,Male,Route was confusing
2023-11-27,19:01,Johor Bahru,65,BUS866,2.0449148699978026,117.19641937212404,5,3,85,25-40,Female,Seats were uncomfortable
2023-09-18,10:06,Kuching,85,BUS661,6.92394453720364,107.24318596833034,27,9,92,40-60,Male,Bus arrived on time
2023-01-31,16:07,Georgetown,71,BUS511,2.855435070171941,103.55014141250665,11,2,80,25-40,Female,Delay in departure
2023-03-28,06:43,Cameron Highlands,27,TRAIN60,4.04653913369757,108.19871103064358,-3,6,85,40-60,Female,Route was confusing
2023-12-19,20:41,Kota Kinabalu,80,BUS611,1.6562711765916989,103.60413080279336,32,8,71,40-60,Female,Poor signage at the station
2022-11-08,18:51,Cameron Highlands,34,BUS171,2.4832428259902883,119.42862473552108,11,6,97,40-60,Male,Route was confusing
2023-08-24,10:06,Georgetown,76,BUS446,2.005013689975019,107.64625238346662,9,5,87,25-40,Male,Route was confusing
2023-05-23,06:34,Ipoh,85,TRAIN91,5.683782271027554,111.02247168998785,9,5,73,18-24,Female,Poor signage at the station
2022-09-10,17:10,Kuala Lumpur,56,BUS865,6.560245789457474,104.19207303829333,-7,5,82,25-40,Female,Service was excellent
2023-05-20,07:40,Kuala Lumpur,50,TRAIN31,5.064196324606639,118.15981659004521,39,1,83,18-24,Male,Station was well-maintained
2022-04-28,08:27,Cameron Highlands,91,BUS498,5.759647815824609,110.25289227294385,2,6,50,18-24,Female,Poor signage at the station
2023-01-07,04:34,Langkawi,49,TRAIN45,1.9853376083826861,111.78595733751034,5,7,70,40-60,Male,Route was confusing
2023-04-16,16:43,Kota Kinabalu,19,TRAIN59,3.639929691423864,117.75386143475453,-4,1,69,18-24,Male,Delay in departure
2022-07-05,03:00,Kuala Lumpur,36,BUS992,1.6180614793699688,103.32605155777789,-4,7,65,25-40,Male,Delay in departure
2022-12-16,05:55,Cameron Highlands,30,TRAIN82,6.545632263346843,103.18565788723744,4,5,67,25-40,Male,Train was overcrowded
2023-09-07,07:12,Langkawi,67,BUS129,5.117110328883081,101.43768921281045,-8,6,75,40-60,Male,Bus arrived on time
2023-12-20,20:11,Johor Bahru,78,TRAIN45,1.6060283821258787,118.6871410032075,11,8,65,18-24,Male,Poor signage at the station
2023-08-18,12:56,Johor Bahru,76,TRAIN34,5.427822863098443,107.8118183308791,-7,8,54,18-24,Female,Seats were uncomfortable
